,url,filename,loc,lloc,sloc,comments,multi,blank,single_comments,avg_cc
0,https://gitlab.com/kistolbov/cft-task,/home/jonas/Desktop/temp_repo/src/main.py,13,10,10,0,0,3,0,NaN
1,https://gitlab.com/kistolbov/cft-task,/home/jonas/Desktop/temp_repo/src/app/models/token.py,19,13,13,0,0,6,0,NaN
2,https://gitlab.com/kistolbov/cft-task,/home/jonas/Desktop/temp_repo/src/app/models/__init__.py,0,0,0,0,0,0,0,NaN
3,https://gitlab.com/kistolbov/cft-task,/home/jonas/Desktop/temp_repo/src/app/models/employee.py,43,22,32,0,0,11,0,NaN
4,https://gitlab.com/kistolbov/cft-task,/home/jonas/Desktop/temp_repo/src/app/schemas/token.py,6,6,4,0,0,2,0,NaN
5,https://gitlab.com/kistolbov/cft-task,/home/jonas/Desktop/temp_repo/src/app/schemas/__init__.py,0,0,0,0,0,0,0,NaN
6,https://gitlab.com/kistolbov/cft-task,/home/jonas/Desktop/temp_repo/src/app/schemas/employee.py,40,35,25,0,0,15,0,NaN
7,https://gitlab.com/kistolbov/cft-task,/home/jonas/Desktop/temp_repo/src/app/service/token.py,120,78,103,0,0,17,0,1.5454545454545454
8,https://gitlab.com/kistolbov/cft-task,/home/jonas/Desktop/temp_repo/src/app/service/__init__.py,0,0,0,0,0,0,0,NaN
9,https://gitlab.com/kistolbov/cft-task,/home/jonas/Desktop/temp_repo/src/app/service/employee.py,48,32,36,0,0,12,0,1.0
10,https://gitlab.com/kistolbov/cft-task,/home/jonas/Desktop/temp_repo/src/app/routes/token.py,50,35,41,0,0,9,0,1.6666666666666667
11,https://gitlab.com/kistolbov/cft-task,/home/jonas/Desktop/temp_repo/src/app/routes/__init__.py,0,0,0,0,0,0,0,NaN
